   2.38653922       39.4221230    
   2.41923141       40.0265694    
   2.45192385       40.6331558    
   2.48461604       41.2418976    
   2.51730847       41.8528099    
   2.55000067       42.4659042    
   2.58269310       43.0811958    
   2.61538529       43.6987000    
   2.64807773       44.3184280    
   2.68076992       44.9403954    
   2.71346235       45.5646133    
   2.74615455       46.1910973    
   2.77884698       46.8198624    
   2.81153917       47.4509201    
   2.84423161       48.0842857    
   2.87692380       48.7199745    
   2.90961623       49.3579979    
   2.94230843       49.9983749    
   2.97500086       50.6411133    
   3.00769305       51.2862282    
   3.04038548       51.9337349    
   3.07307768       52.5836487    
   3.10577011       53.2359810    
   3.13846254       53.8907471    
   3.17115474       54.5479622    
   3.20384717       55.2076378    
   3.23653936       55.8697891    
   3.26923180       56.5344276    
   3.30192399       57.2015686    
   3.33461642       57.8712273    
   3.36730862       58.5434151    
   3.40000105       59.2181473    
   3.43269324       59.8954391    
   3.46538568       60.5742378    
   3.49807787       61.2545433    
   3.53077030       61.9363556    
   3.56346250       62.6196785    
   3.59615493       63.3045158    
   3.62884712       63.9908638    
   3.66153955       64.6774292    
   3.69423175       65.3642120    
   3.72692418       66.0512161    
   3.75961637       66.7384491    
   3.79230881       67.4259109    
   3.82500100       68.1136093    
   3.85769343       68.8015442    
   3.89038563       69.4897232    
   3.92307806       70.1781540    
   3.95577025       70.8668365    
   3.98846269       71.5557785    
   4.02115488       72.2449799    
   4.05384731       72.9344482    
   4.08653975       73.6241837    
   4.11923170       74.3141937    
   4.15192413       75.0044785    
   4.18461657       75.6950455    
   4.21730900       76.3859024    
   4.25000143       77.0770493    
   4.28269339       77.7684860    
   4.31538582       78.4602203    
   4.34807825       79.1522598    
   4.38077068       79.8446045    
   4.41346264       80.5372620    
   4.44615507       81.2302399    
   4.47884750       81.9235306    
   4.51153994       82.6171494    
   4.54423189       83.3110962    
   4.57692432       84.0053787    
   4.60961676       84.7011032    
   4.64230919       85.3972015    
   4.67500114       86.0945740    
   4.70769358       86.7923584    
   4.74038601       87.4912109    
   4.77307844       88.1904755    
   4.80577040       88.8905258    
   4.83846283       89.5908966    
   4.87115526       90.2916794    
   4.90384769       90.9927521    
   4.93653965       91.6941223    
   4.96923208       92.3957977    
   5.00192451       93.0977783    
   5.03461695       93.8000793    
   5.06730890       94.5027008    
   5.10000134       95.2056580    
   5.13269377       95.9089508    
   5.16538620       96.6125946    
   5.19807816       97.3165894    
   5.23077059       98.0209427    
   5.26346302       98.7256622    
   5.29615545       99.4307556    
   5.32884789       100.136238    
   5.36153984       100.842110    
   5.39423227       101.548378    
   5.42692471       102.255051    
   5.45961714       102.962128    
   5.49230909       103.669624    
   5.52500153       104.377548    
   5.55769396       105.086197    
   5.59038639       105.795471    
   5.62307835       106.505478    
   5.65577078       107.216225    
   5.68846321       107.927711    
   5.72115564       108.639946    
   5.75384760       109.352928    
   5.78654003       110.066658    
   5.81923246       110.781143    
   5.85192490       111.496391    
   5.88461685       112.212395    
   5.91730928       112.929169    
   5.95000172       113.646706    
   5.98269415       114.365013    
   6.01538610       115.084099    
   6.04807854       115.803963    
   6.08077097       116.524605    
   6.11346340       117.246033    
   6.14615536       117.968246    
   6.17884779       118.691246    
   6.21154022       119.415039    
   6.24423265       120.139633    
   6.27692509       120.865028    
   6.30961704       121.591225    
   6.34230947       122.318230    
   6.37500191       123.046043    
   6.40769434       123.774666    
   6.44038630       124.504105    
   6.47307873       125.234360    
   6.50577116       125.965439    
   6.53846359       126.697342    
   6.57115555       127.430077    
   6.60384798       128.163651    
   6.63654041       128.898056    
   6.66923285       129.633301    
   6.70192480       130.369385    
   6.73461723       131.106308    
   6.76730967       131.844086    
   6.80000210       132.582718    
   6.83269405       133.322205    
   6.86538649       134.062546    
   6.89807892       134.803741    
   6.93077135       135.545807    
   6.96346331       136.288742    
   6.99615574       137.032547    
   7.02884817       137.777222    
   7.06154060       138.522781    
   7.09423256       139.269211    
   7.12692499       140.016525    
   7.15961742       140.764725    
   7.19230986       141.513824    
   7.22500181       142.263809    
   7.25769424       143.014694    
   7.29038668       143.766479    
   7.32307911       144.519165    
   7.35577154       145.272751    
   7.38846350       146.027252    
   7.42115593       146.782669    
   7.45384836       147.539001    
   7.48654079       148.296249    
   7.51923275       149.054413    
   7.55192518       149.813507    
   7.58461761       150.573532    
   7.61731005       151.334488    
   7.65000200       152.096375    
   7.68269444       152.859207    
   7.71538687       153.622971    
   7.74807930       154.387680    
   7.78077126       155.153336    
   7.81346369       155.919952    
   7.84615612       156.687515    
   7.87884855       157.456039    
   7.91154051       158.225525    
   7.94423294       158.995972    
   7.97692537       159.767395    
   8.00961781       160.539780    
   8.04230976       161.313141    
   8.07500267       162.087479    
   8.10769463       162.862793    
   8.14038658       163.639099    
   8.17307949       164.416382    
   8.20577145       165.194656    
   8.23846340       165.973923    
   8.27115631       166.754181    
   8.30384827       167.535446    
   8.33654118       168.317719    
   8.36923313       169.100998    
   8.40192509       169.885284    
   8.43461800       170.670578    
   8.46730995       171.456894    
   8.50000286       172.244217    
   8.53269482       173.032562    
   8.56538677       173.821930    
   8.59807968       174.612335    
   8.63077164       175.403763    
   8.66346359       176.196228    
   8.69615650       176.989731    
   8.72884846       177.784271    
   8.76154137       178.579865    
   8.79423332       179.376511    
   8.82692528       180.174194    
   8.85961819       180.972946    
   8.89231014       181.772751    
   8.92500210       182.573608    
   8.95769501       183.375534    
   8.99038696       184.178528    
   9.02307987       184.982590    
   9.05577183       185.787720    
   9.08846378       186.593933    
   9.12115669       187.401230    
   9.15384865       188.209610    
   9.18654060       189.019073    
   9.21923351       189.829620    
   9.25192547       190.641266    
   9.28461838       191.454010    
   9.31731033       192.267853    
   9.35000229       193.082794    
   9.38269520       193.898834    
   9.41538715       194.715988    
   9.44808006       195.534256    
   9.48077202       196.353638    
   9.51346397       197.174133    
   9.54615688       197.995758    
   9.57884884       198.818497    
   9.61154079       199.642365    
   9.64423370       200.467361    
   9.67692566       201.293503    
   9.70961857       202.120773    
   9.74231052       202.949188    
   9.77500248       203.778748    
   9.80769539       204.609451    
   9.84038734       205.441315    
   9.87307930       206.274323    
   9.90577221       207.108490    
   9.93846416       207.943817    
   9.97115707       208.780304    
   10.0038490       209.617966    
